"Constituency Name","Status","Total Electorate","Total Valid Votes","Total Invalid Votes","Registered to Postal Vote","Postal votes received","Spoiled Postal Votes","Result","First Party","majority","con","lab","ld","brexit","green","snp","pc","dup","sf","sdlp","uup","alliance","other","MP fullname","majority percent","majority rank","turnout constituency","turnout region","turnout UK","turnout 2017","turnout diff","country_name","region_name","county name","constituency type"
"East Antrim","Found some info on EONI site. Waiting for full data.",64830,37261,170,441,,,"DUP hold","DUP",6706,1043,0,0,0,685,0,0,16871,2120,902,5475,10165,0,"Sammy Wilson",0.179973699,392,0.5747493444,0.617506111,0.6731083108,0.6063298786,-0.0315805341,"Northern Ireland","Northern Ireland","Northern Ireland","County"
"East Devon",,87168,64073,150,,,,"Con hold","Con",6708,32577,2870,1771,0,711,0,0,0,0,0,0,0,26144,"Simon Jupp",0.1046930845,500,0.7350518539,0.7201911041,0.6731083108,0.7330670519,0.001984802,"England","South West","Devon","County"
"East Dunbartonshire","FOI request sent to East Dunbartonshire Council. Awaiting response.",66075,53031,80,,,,"SNP gain from LD","SNP",149,7455,4839,19523,0,916,19672,0,0,0,0,0,0,626,"Amy Callaghan",0.0028096774,648,0.8025879682,0.6807359681,0.6731083108,0.7813122172,0.021275751,"Scotland","Scotland","Scotland","County"
"East Ham",,88319,54628,174,,,,"Lab hold","Lab",33176,8527,41703,2158,1107,883,0,0,0,0,0,0,0,250,"Stephen Timms",0.6073076078,17,0.618530554,0.6746963605,0.6731083108,0.6747807645,-0.0562502105,"England","London","London","Borough"
"East Hampshire",,76478,56895,199,,,,"Con hold","Con",19696,33446,6287,13750,0,2600,0,0,0,0,0,0,0,812,"Damian Hinds",0.3461815625,193,0.7439394336,0.7020660823,0.6731083108,0.7472319996,-0.003292566,"England","South East","Hampshire","County"
"East Kilbride, Strathaven and Lesmahagow",,81224,56337,137,,,,"SNP hold","SNP",13322,11961,12791,3760,0,1153,26113,0,0,0,0,0,0,559,"Lisa Cameron",0.2364698156,328,0.6936004137,0.6807359681,0.6731083108,0.6725591109,0.0210413028,"Scotland","Scotland","Scotland","County"
"East Londonderry","Found some info on EONI site. Waiting for full data.",69246,39302,193,1013,,,"DUP hold","DUP",9607,0,0,0,0,0,0,0,15765,6128,6158,3599,5921,1731,"Gregory Campbell",0.2444404865,313,0.56757069,0.617506111,0.6731083108,0.612040932,-0.044470242,"Northern Ireland","Northern Ireland","Northern Ireland","County"
"East Lothian",,81600,58513,114,,,,"SNP gain from Lab","SNP",3886,15523,17270,4071,0,0,21156,0,0,0,0,0,0,493,"Kenny MacAskill",0.0664125921,566,0.7170710784,0.6807359681,0.6731083108,0.7064847711,0.0105863073,"Scotland","Scotland","Scotland","County"
"East Renfrewshire",,72232,55357,176,,,,"SNP gain from Con","SNP",5426,19451,6855,4174,0,0,24877,0,0,0,0,0,0,0,"Kirsten Oswald",0.0980183175,513,0.7663777827,0.6807359681,0.6731083108,0.766951632,-0.0005738493,"Scotland","Scotland","Scotland","County"
"East Surrey","Data received",83148,59690,235,15308,13143,115,"Con hold","Con",24040,35624,8247,11584,0,2340,0,0,0,0,0,0,0,1895,"Claire Coutinho",0.4027475289,121,0.7178765575,0.7020660823,0.6731083108,0.7219525877,-0.0040760302,"England","South East","Surrey","County"
"East Worthing and Shoreham",,75194,53128,188,,,,"Con hold","Con",7474,27107,19633,4127,0,2006,0,0,0,0,0,0,0,255,"Tim Loughton",0.1406791146,446,0.706545735,0.7020660823,0.6731083108,0.7033035419,0.0032421932,"England","South East","West Sussex","County"
"East Yorkshire",,80923,52769,205,,,,"Con hold","Con",22787,33988,11201,4219,0,1675,0,0,0,0,0,0,0,1686,"Greg Knight",0.4318255036,84,0.6520890229,0.6434715273,0.6731083108,0.6655893419,-0.013500319,"England","Yorkshire and The Humber","Humberside","County"
"Eastbourne","refused under FOI terms because they question my identity or motives in asking for the data.",79307,55134,121,,,,"Con gain from LD","Con",4331,26951,3848,22620,1530,0,0,0,0,0,0,0,0,185,"Caroline Ansell",0.0785540683,544,0.6951971453,0.7020660823,0.6731083108,0.7291058232,-0.0339086779,"England","South East","East Sussex","Borough"
"Eastleigh","Refused under Representation of the People Act 1983",83880,58971,186,,,,"Con hold","Con",15607,32690,7559,17083,0,1639,0,0,0,0,0,0,0,0,"Paul Holmes",0.2646555086,290,0.7030400572,0.7020660823,0.6731083108,0.7053144855,-0.0022744283,"England","South East","Hampshire","Borough"
"Eddisbury",,73700,52971,143,,,,"Con hold","Con",18443,30095,11652,9582,0,1191,0,0,0,0,0,0,0,451,"Edward Timpson",0.3481716411,188,0.7187381275,0.6562356075,0.6731083108,0.7302908698,-0.0115527422,"England","North West","Cheshire","County"
"Edinburgh East","FOI request sent to City of Edinburgh Council. Awaiting response.",69424,47815,142,,,,"SNP hold","SNP",10417,6549,12748,3289,0,2064,23165,0,0,0,0,0,0,0,"Tommy Sheppard",0.217860504,346,0.6887387647,0.6807359681,0.6731083108,0.6604801505,0.0282586142,"Scotland","Scotland","Scotland","Borough"
"Edinburgh North and Leith","FOI request sent to City of Edinburgh Council. Awaiting response.",81336,59344,105,,,,"SNP hold","SNP",12808,11000,13117,6635,558,1971,25925,0,0,0,0,0,0,138,"Deidre Brock",0.2158263683,350,0.7296154224,0.6807359681,0.6731083108,0.7115875832,0.0180278392,"Scotland","Scotland","Scotland","Borough"
"Edinburgh South","FOI request sent to City of Edinburgh Council. Awaiting response.",66188,49732,122,,,,"Lab hold","Lab",11095,8161,23745,3819,0,1357,12650,0,0,0,0,0,0,0,"Ian Murray",0.2230957935,337,0.7513748716,0.6807359681,0.6731083108,0.7410964634,0.0102784082,"Scotland","Scotland","Scotland","Borough"
"Edinburgh South West","FOI request sent to City of Edinburgh Council. Awaiting response.",73501,52131,91,,,,"SNP hold","SNP",11982,12848,7478,4971,625,1265,24830,0,0,0,0,0,0,114,"Joanna Cherry",0.2298440467,333,0.7092556564,0.6807359681,0.6731083108,0.6938941808,0.0153614756,"Scotland","Scotland","Scotland","Borough"
"Edinburgh West","FOI request sent to City of Edinburgh Council. Awaiting response.",72507,54533,124,,,,"LD hold","LD",3769,9283,4460,21766,0,1027,17997,0,0,0,0,0,0,0,"Christine Jardine",0.0691141144,563,0.7521066931,0.6807359681,0.6731083108,0.7383916084,0.0137150848,"Scotland","Scotland","Scotland","Borough"
"Edmonton",,65747,40341,148,,,,"Lab hold","Lab",16015,10202,26217,2145,840,862,0,0,0,0,0,0,0,75,"Kate Osamor",0.3969906547,128,0.6135793268,0.6746963605,0.6731083108,0.6640315004,-0.0504521736,"England","London","London","Borough"
"Ellesmere Port and Neston",,70327,48746,128,,,,"Lab hold","Lab",8764,17237,26001,2406,2138,964,0,0,0,0,0,0,0,0,"Justin Madders",0.1797891109,393,0.6931335049,0.6562356075,0.6731083108,0.7418372994,-0.0487037945,"England","North West","Cheshire","County"
"Elmet and Rothwell",,80957,58225,187,,,,"Con hold","Con",17353,33726,16373,5155,0,1775,0,0,0,0,0,0,0,1196,"Alec Shelbrooke",0.2980334908,249,0.7192089628,0.6434715273,0.6731083108,0.7415775118,-0.022368549,"England","Yorkshire and The Humber","West Yorkshire","County"
"Eltham",,64086,43689,114,,,,"Lab hold","Lab",3197,17353,20550,2941,1523,1322,0,0,0,0,0,0,0,0,"Clive Efford",0.0731763144,556,0.6817245576,0.6746963605,0.6731083108,0.7158699631,-0.0341454055,"England","London","London","Borough"
"Enfield North","FOI request sent to Enfield Council. Awaiting response.",68301,45050,132,,,,"Lab hold","Lab",6492,16848,23340,2950,797,1115,0,0,0,0,0,0,0,0,"Feryal Clark",0.1441065483,441,0.6595803868,0.6746963605,0.6731083108,0.7133938539,-0.0538134671,"England","London","London","Borough"
"Enfield, Southgate","FOI request sent to Enfield Council. Awaiting response.",65525,47276,127,,,,"Lab hold","Lab",4450,18473,22923,4344,494,1042,0,0,0,0,0,0,0,0,"Bambos Charalambous",0.0941280988,525,0.7214956124,0.6746963605,0.6731083108,0.7411133262,-0.0196177138,"England","London","London","Borough"
"Epping Forest",,74304,50268,269,,,,"Con hold","Con",22173,32364,10191,5387,0,1975,0,0,0,0,0,0,0,351,"Eleanor Laing",0.4410957269,73,0.6765180879,0.682459959,0.6731083108,0.6794358885,-0.0029178007,"England","East","Essex","County"
"Epsom and Ewell","FOI request sent to Epsom and Ewell Borough Council. Awaiting response.",81138,59451,254,,,,"Con hold","Con",17873,31819,10226,13946,0,2047,0,0,0,0,0,0,0,1413,"Chris Grayling",0.3006341357,248,0.7327146343,0.7020660823,0.6731083108,0.7405565483,-0.0078419139,"England","South East","Surrey","Borough"
"Erewash","FOI request sent to Erewash Borough Council. Awaiting response.",72523,48814,168,,,,"Con hold","Con",10606,27560,16954,2487,0,1115,0,0,0,0,0,0,0,698,"Maggie Throup",0.2172737329,347,0.6730830219,0.671701752,0.6731083108,0.6819782177,-0.0088951957,"England","East Midlands","Derbyshire","County"
"Erith and Thamesmead",,65399,41384,115,,,,"Lab hold","Lab",3758,16124,19882,1984,2246,876,0,0,0,0,0,0,0,272,"Abena Oppong-Asare",0.0908080418,528,0.6327925503,0.6746963605,0.6731083108,0.6377144168,-0.0049218665,"England","London","London","Borough"
"Esher and Walton",,81184,63084,163,,,,"Con hold","Con",2743,31132,2838,28389,0,0,0,0,0,0,0,0,0,725,"Dominic Raab",0.0434817069,589,0.777049665,0.7020660823,0.6731083108,0.7393560503,0.0376936147,"England","South East","Surrey","Borough"
"Exeter",,82054,56192,221,,,,"Lab hold","Lab",10403,19479,29882,0,1428,4838,0,0,0,0,0,0,0,565,"Ben Bradshaw",0.185133115,383,0.6848173154,0.7201911041,0.6731083108,0.7167076167,-0.0318903013,"England","South West","Devon","Borough"
"Falkirk",,84472,55872,217,,,,"SNP hold","SNP",14948,14403,6243,3990,0,1885,29351,0,0,0,0,0,0,0,"John McNally",0.2675400916,283,0.6614262714,0.6807359681,0.6731083108,0.6542923152,0.0071339563,"Scotland","Scotland","Scotland","County"
"Fareham","Data received",78337,57250,286,13042,11968,"don't know","Con hold","Con",26086,36459,10373,8006,0,2412,0,0,0,0,0,0,0,0,"Suella Braverman",0.455650655,64,0.7308168554,0.7020660823,0.6731083108,0.7231883506,0.0076285047,"England","South East","Hampshire","County"
"Faversham and Mid Kent","done - could do with re-checking as numbers seem odd",73403,50394,189,3414,2950,29,"Con hold","Con",21976,31864,9888,6170,0,2103,0,0,0,0,0,0,0,369,"Helen Whately",0.4360836608,80,0.6865386973,0.7020660823,0.6731083108,0.7489499435,-0.0624112462,"England","South East","Kent","County"
"Feltham and Heston","Data received",80934,47811,146,12617,9946,435,"Lab hold","Lab",7859,17017,24876,3127,1658,1133,0,0,0,0,0,0,0,0,"Seema Malhotra",0.1643763987,420,0.5907406035,0.6746963605,0.6731083108,0.6489340872,-0.0581934837,"England","London","London","Borough"
"Fermanagh and South Tyrone","Found some info on EONI site. Waiting for full data.",72848,50762,324,2546,,,"SF hold","SF",57,0,0,0,0,0,0,0,0,21986,3446,21929,2650,751,"Michelle Gildernew",0.0011228872,650,0.6968207775,0.617506111,0.6731083108,0.7575105168,-0.0606897393,"Northern Ireland","Northern Ireland","Northern Ireland","County"
"Filton and Bradley Stoke",,74016,53752,194,,,,"Con hold","Con",5646,26293,20647,4992,0,1563,0,0,0,0,0,0,0,257,"Jack Lopresti",0.1050379521,499,0.7262213575,0.7201911041,0.6731083108,0.6995019522,0.0267194054,"England","South West","Avon","County"
"Finchley and Golders Green",,77573,55109,213,,,,"Con hold","Con",6562,24162,13347,17600,0,0,0,0,0,0,0,0,0,0,"Mike Freer",0.1190731097,473,0.7104147061,0.6746963605,0.6731083108,0.7143831226,-0.0039684165,"England","London","London","Borough"
"Folkestone and Hythe","FOI request sent to Folkestone & Hythe District Council. Awaiting response.",88272,59005,260,,,,"Con hold","Con",21337,35483,14146,5755,0,2706,0,0,0,0,0,0,0,915,"Damian Collins",0.3616134226,169,0.6684452601,0.7020660823,0.6731083108,0.6824346254,-0.0139893653,"England","South East","Kent","County"
"Forest Of Dean",,71438,51475,230,,,,"Con hold","Con",15869,30680,14811,0,0,4681,0,0,0,0,0,0,0,1303,"Mark Harper",0.3082855755,240,0.7205548868,0.7201911041,0.6731083108,0.7301616407,-0.0096067539,"England","South West","Gloucestershire","County"
"Foyle","Found some info on EONI site. Waiting for full data.",74346,47144,226,1017,,,"SDLP gain from SF","SDLP",17110,0,0,0,0,0,0,0,4773,9771,26881,1088,1267,3364,"Colum Eastwood",0.3629305956,165,0.6341161596,0.617506111,0.6731083108,0.6536175417,-0.0195013821,"Northern Ireland","Northern Ireland","Northern Ireland","County"
"Fylde","Data received",66847,46659,162,14222,12155,162,"Con hold","Con",16611,28432,11821,3748,0,1731,0,0,0,0,0,0,0,927,"Mark Menzies",0.3560084871,177,0.6979969183,0.6562356075,0.6731083108,0.70471814,-0.0067212217,"England","North West","Lancashire","County"
"Gainsborough",,76343,51046,259,,,,"Con hold","Con",22967,33893,10926,5157,0,0,0,0,0,0,0,0,0,1070,"Edward Leigh",0.4499275164,69,0.6686402159,0.671701752,0.6731083108,0.6775987245,-0.0089585087,"England","East Midlands","Lincolnshire","County"
"Garston and Halewood",,76116,53326,147,,,,"Lab hold","Lab",31624,6954,38578,3324,2943,1183,0,0,0,0,0,0,0,344,"Maria Eagle",0.5930315418,22,0.7005885753,0.6562356075,0.6731083108,0.7112747183,-0.0106861429,"England","North West","Merseyside","Borough"
"Gateshead","Data received",64449,38145,221,18437,14782,330,"Lab hold","Lab",7200,13250,20450,2792,0,1653,0,0,0,0,0,0,0,0,"Ian Mearns",0.1887534408,378,0.5918633338,0.6420708291,0.6731083108,0.6458902218,-0.054026888,"England","North East","Tyne and Wear","Borough"
"Gedling","FOI request sent to Gedling Borough Council. Awaiting response.",71336,49953,144,,,,"Con gain from Lab","Con",679,22718,22039,2279,1820,1097,0,0,0,0,0,0,0,0,"Tom Randall",0.0135927772,632,0.7002495234,0.671701752,0.6731083108,0.7256363815,-0.0253868581,"England","East Midlands","Nottinghamshire","County"
"Gillingham and Rainham",,73549,45958,138,,,,"Con hold","Con",15119,28173,13054,2503,0,1043,0,0,0,0,0,0,0,1185,"Rehman Chishti",0.3289742809,212,0.6248623367,0.7020660823,0.6731083108,0.6703153505,-0.0454530139,"England","South East","Kent","Borough"
"Glasgow Central",,69230,40105,153,,,,"SNP hold","SNP",6474,3698,13276,1952,0,1429,19750,0,0,0,0,0,0,0,"Alison Thewliss",0.1614262561,423,0.5793008811,0.6807359681,0.6731083108,0.5592266808,0.0200742004,"Scotland","Scotland","Scotland","Borough"
"Glasgow East",,67381,38483,102,,,,"SNP hold","SNP",5566,5709,12791,1626,0,0,18357,0,0,0,0,0,0,0,"David Linden",0.1446352935,440,0.5711253914,0.6807359681,0.6731083108,0.545967815,0.0251575765,"Scotland","Scotland","Scotland","Borough"
"Glasgow North",,57130,36191,84,,,,"SNP hold","SNP",5601,3806,11381,2394,320,1308,16982,0,0,0,0,0,0,0,"Patrick Grady",0.1547622337,432,0.6334850341,0.6807359681,0.6731083108,0.6214585422,0.0120264919,"Scotland","Scotland","Scotland","Borough"
"Glasgow North East",,61075,33925,116,,,,"SNP gain from Lab Coop","SNP",2548,3558,13363,1093,0,0,15911,0,0,0,0,0,0,0,"Anne McLaughlin",0.0751068534,553,0.5554645927,0.6807359681,0.6731083108,0.5301930553,0.0252715374,"Scotland","Scotland","Scotland","Borough"
"Glasgow North West",,63402,39735,180,,,,"SNP hold","SNP",8359,6022,11319,2716,0,0,19678,0,0,0,0,0,0,0,"Carol Monaghan",0.2103686926,357,0.6267152456,0.6807359681,0.6731083108,0.6090978941,0.0176173515,"Scotland","Scotland","Scotland","Borough"
"Glasgow South",,70891,47443,80,,,,"SNP hold","SNP",9005,6237,13824,2786,516,1251,22829,0,0,0,0,0,0,0,"Stewart Malcolm McDonald",0.1898067154,376,0.6692386904,0.6807359681,0.6731083108,0.644475306,0.0247633844,"Scotland","Scotland","Scotland","Borough"
"Glasgow South West",,64575,36847,76,,,,"SNP hold","SNP",4900,4224,12743,1435,802,0,17643,0,0,0,0,0,0,0,"Chris Stephens",0.1329823323,454,0.5706078204,0.6807359681,0.6731083108,0.5616357892,0.0089720311,"Scotland","Scotland","Scotland","Borough"
"Glenrothes",,65672,41546,70,,,,"SNP hold","SNP",11757,6920,9477,2639,1276,0,21234,0,0,0,0,0,0,0,"Peter Grant",0.2829875319,272,0.632628822,0.6807359681,0.6731083108,0.608620326,0.024008496,"Scotland","Scotland","Scotland","County"
"Gloucester",,81319,53764,200,,,,"Con hold","Con",10277,29159,18882,4338,0,1385,0,0,0,0,0,0,0,0,"Richard Graham",0.191150212,372,0.6611493009,0.7201911041,0.6731083108,0.6517326583,0.0094166426,"England","South West","Gloucestershire","Borough"
"Gordon",,79629,55916,148,,,,"SNP gain from Con","SNP",819,23066,3052,5913,0,0,23885,0,0,0,0,0,0,0,"Richard Thomson",0.0146469705,629,0.7022064826,0.6807359681,0.6731083108,0.6836153876,0.018591095,"Scotland","Scotland","Scotland","County"
"Gosport","Data received",73541,48453,225,11276,9665,225,"Con hold","Con",23278,32226,8948,5473,0,1806,0,0,0,0,0,0,0,0,"Caroline Dinenage",0.4804243287,48,0.6588569641,0.7020660823,0.6731083108,0.6672915093,-0.0084345452,"England","South East","Hampshire","Borough"
"Gower",,61762,44482,122,,,,"Lab hold","Lab",1837,18371,20208,2236,1379,0,0,2288,0,0,0,0,0,0,"Tonia Antoniazzi",0.0412976035,595,0.7202163142,0.6657210498,0.6731083108,0.7331692486,-0.0129529344,"Wales","Wales","West Glamorgan","County"
"Grantham and Stamford",,81502,56003,305,,,,"Con hold","Con",26003,36794,10791,6153,0,2265,0,0,0,0,0,0,0,0,"Gareth Davies",0.4643144117,59,0.687136512,0.671701752,0.6731083108,0.6923538047,-0.0052172928,"England","East Midlands","Lincolnshire","County"
"Gravesham","Data received",73242,47560,174,14904,11993,324,"Con hold","Con",15581,29580,13999,2584,0,1397,0,0,0,0,0,0,0,0,"Adam Holloway",0.327607233,219,0.6493541957,0.7020660823,0.6731083108,0.6716149903,-0.0222607946,"England","South East","Kent","County"
"Great Grimsby","Data received",61409,33087,71,8613,6901,140,"Con gain from Lab","Con",7331,18150,10819,1070,2378,514,0,0,0,0,0,0,0,156,"Lia Nici",0.221567383,339,0.5387972447,0.6434715273,0.6731083108,0.5753040831,-0.0365068384,"England","Yorkshire and The Humber","Humberside","Borough"
"Great Yarmouth","FOI request sent to Great Yarmouth Borough Council. Awaiting response.",71957,43462,165,,,,"Con hold","Con",17663,28593,10930,1661,0,1064,0,0,0,0,0,0,0,1214,"Brandon Lewis",0.406400994,116,0.6039996109,0.682459959,0.6731083108,0.6182220479,-0.0142224371,"England","East","Norfolk","County"
"Greenwich and Woolwich","FOI request sent to Greenwich Borough Council. Awaiting response.",79997,53120,174,,,,"Lab hold","Lab",18464,11721,30185,7253,1228,2363,0,0,0,0,0,0,0,370,"Matthew Pennycook",0.3475903614,190,0.6640249009,0.6746963605,0.6731083108,0.6879906724,-0.0239657714,"England","London","London","Borough"
"Guildford","Data received",77729,58651,152,18390,16193,192,"Con hold","Con",3337,26317,4515,22980,0,0,0,0,0,0,0,0,0,4839,"Angela Richardson",0.0568958756,575,0.7545575011,0.7020660823,0.6731083108,0.7372594334,0.0172980677,"England","South East","Surrey","County"
"Hackney North and Stoke Newington","FOI request sent to Hackney Borough Council. Awaiting response.",92462,56864,244,,,,"Lab hold","Lab",33188,6784,39972,4283,609,4989,0,0,0,0,0,0,0,227,"Diane Abbott",0.5836381542,23,0.614998594,0.6746963605,0.6731083108,0.6618777775,-0.0468791835,"England","London","London","Borough"
"Hackney South and Shoreditch","FOI request sent to Hackney Borough Council. Awaiting response.",89387,54439,182,,,,"Lab hold","Lab",33985,5899,39884,4853,744,2948,0,0,0,0,0,0,0,111,"Meg Hillier",0.6242767134,13,0.609025921,0.6746963605,0.6731083108,0.6661211326,-0.0570952116,"England","London","London","Borough"
"Halesowen and Rowley Regis",,68300,42345,132,,,,"Con hold","Con",12074,25607,13533,1738,0,934,0,0,0,0,0,0,0,533,"James Morris",0.2851340182,267,0.6199853587,0.6466253903,0.6731083108,0.6445189962,-0.0245336375,"England","West Midlands","West Midlands","Borough"
"Halifax","Data received",71887,46458,134,16867,14614,134,"Lab hold","Lab",2569,18927,21496,2276,2813,946,0,0,0,0,0,0,0,0,"Holly Lynch",0.0552972577,576,0.6462642759,0.6434715273,0.6731083108,0.6778052342,-0.0315409583,"England","Yorkshire and The Humber","West Yorkshire","Borough"
"Haltemprice and Howden",,71083,49779,249,,,,"Con hold","Con",20329,31045,10716,5215,0,1764,0,0,0,0,0,0,0,1039,"David Davis",0.408385062,113,0.7002940225,0.6434715273,0.6731083108,0.7192494302,-0.0189554077,"England","Yorkshire and The Humber","Humberside","County"
"Halton","FOI request sent to Halton Borough Council. Awaiting response.",71930,46203,143,,,,"Lab hold","Lab",18975,10358,29333,1800,3730,982,0,0,0,0,0,0,0,0,"Derek Twigg",0.4106876177,109,0.6423328236,0.6562356075,0.6731083108,0.6741086622,-0.0317758386,"England","North West","Cheshire","County"
"Hammersmith","FOI request sent to Hammersmith and Fulham Borough Council. Awaiting response.",74759,51966,190,,,,"Lab hold","Lab",17847,12227,30074,6947,974,1744,0,0,0,0,0,0,0,0,"Andy Slaughter",0.3434360928,197,0.6951136318,0.6746963605,0.6731083108,0.7177176765,-0.0226040447,"England","London","London","Borough"
"Hampstead and Kilburn",,86571,57385,191,,,,"Lab hold","Lab",14188,13892,28080,13121,684,1608,0,0,0,0,0,0,0,0,"Tulip Siddiq",0.2472423107,307,0.6628663178,0.6746963605,0.6731083108,0.704063551,-0.0411972332,"England","London","London","Borough"
"Harborough","done (I think. Reply was from Oadby & Wigston)",80151,57319,212,15808,13217,84,"Con hold","Con",17278,31698,14420,9103,0,1709,0,0,0,0,0,0,0,389,"Neil O'Brien",0.3014358241,247,0.7151376776,0.671701752,0.6731083108,0.7308463393,-0.0157086617,"England","East Midlands","Leicestershire","County"
"Harlow","Data received",68078,43354,236,10107,8670,158,"Con hold","Con",14063,27510,13447,2397,0,0,0,0,0,0,0,0,0,0,"Robert Halfon",0.3243760668,223,0.636828344,0.682459959,0.6731083108,0.6624322368,-0.0256038929,"England","East","Essex","County"
"Harrogate and Knaresborough","Data received",77941,56937,167,17094,15153,293,"Con hold","Con",9675,29962,5480,20287,0,0,0,0,0,0,0,0,0,1208,"Andrew Jones",0.1699246536,411,0.7305141068,0.6434715273,0.6731083108,0.7342132505,-0.0036991437,"England","Yorkshire and The Humber","North Yorkshire","County"
"Harrow East","FOI request sent to Harrow Borough Council. Awaiting response.",72106,49491,237,,,,"Con hold","Con",8170,26935,18765,3791,0,0,0,0,0,0,0,0,0,0,"Bob Blackman",0.1650805197,419,0.6863645189,0.6746963605,0.6731083108,0.7085917358,-0.0222272169,"England","London","London","Borough"
"Harrow West","FOI request sent to Harrow Borough Council. Awaiting response.",72464,47922,158,,,,"Lab hold","Lab",8692,16440,25132,4310,931,1109,0,0,0,0,0,0,0,0,"Gareth Thomas",0.1813780727,388,0.6613214838,0.6746963605,0.6731083108,0.721449346,-0.0601278622,"England","London","London","Borough"
"Hartlepool",,70855,41037,119,,,,"Lab hold","Lab",3595,11869,15464,1696,10603,0,0,0,0,0,0,0,0,1405,"Mike Hill",0.0876038697,531,0.5791687249,0.6420708291,0.6731083108,0.591574988,-0.0124062631,"England","North East","Cleveland","Borough"
"Harwich and North Essex",,74153,51963,162,,,,"Con hold","Con",20182,31830,11648,5866,0,1945,0,0,0,0,0,0,0,674,"Bernard Jenkin",0.3883917403,135,0.7007538468,0.682459959,0.6731083108,0.7173254411,-0.0165715944,"England","East","Essex","County"
"Hastings and Rye","FOI request sent to Hastings Borough Council. Awaiting response.",80524,54274,262,,,,"Con hold","Con",4043,26896,22853,3960,0,0,0,0,0,0,0,0,0,565,"Sally-Ann Hart",0.0744923905,555,0.674010233,0.7020660823,0.6731083108,0.6992683768,-0.0252581438,"England","South East","East Sussex","County"
"Havant","Data received (incomplete)",72103,45959,202,9118,7953,"not provided","Con hold","Con",21792,30051,8259,5708,0,1597,0,0,0,0,0,0,0,344,"Alan Mak",0.4741617529,50,0.6374075975,0.7020660823,0.6731083108,0.6390782393,-0.0016706418,"England","South East","Hampshire","Borough"
"Hayes and Harlington",,72357,43994,108,,,,"Lab hold","Lab",9261,15284,24545,1947,1292,739,0,0,0,0,0,0,0,187,"John McDonnell",0.2105059781,355,0.6080130464,0.6746963605,0.6731083108,0.6524267074,-0.044413661,"England","London","London","Borough"
"Hazel Grove",,63346,44269,203,,,,"Con hold","Con",4423,21592,5508,17169,0,0,0,0,0,0,0,0,0,0,"William Wragg",0.0999119022,510,0.6988444416,0.6562356075,0.6731083108,0.6986670044,0.0001774372,"England","North West","Greater Manchester","County"
"Hemel Hempstead",,74035,51271,207,,,,"Con hold","Con",14563,28968,14405,6317,0,1581,0,0,0,0,0,0,0,0,"Mike Penning",0.2840397106,269,0.6925238063,0.682459959,0.6731083108,0.7025734059,-0.0100495996,"England","East","Hertfordshire","County"
"Hemsworth",,73726,43907,129,,,,"Lab hold","Lab",1180,15280,16460,1734,5930,916,0,0,0,0,0,0,0,3587,"Jon Trickett",0.0268749858,614,0.5955429564,0.6434715273,0.6731083108,0.6392653402,-0.0437223839,"England","Yorkshire and The Humber","West Yorkshire","County"
"Hendon",,82661,55075,133,,,,"Con hold","Con",4230,26878,22648,4628,0,921,0,0,0,0,0,0,0,0,"Matthew Offord",0.0768043577,550,0.6662755108,0.6746963605,0.6731083108,0.6823527874,-0.0160772766,"England","London","London","Borough"
"Henley",,76646,58759,281,,,,"Con hold","Con",14053,32189,5698,18136,0,2736,0,0,0,0,0,0,0,0,"John Howell",0.2391633622,322,0.7666283955,0.7020660823,0.6731083108,0.761350454,0.0052779415,"England","South East","Oxfordshire","County"
"Hereford and South Herefordshire",,72085,49646,207,,,,"Con hold","Con",19686,30390,10704,6181,0,2371,0,0,0,0,0,0,0,0,"Jesse Norman",0.3965274141,129,0.6887147118,0.6466253903,0.6731083108,0.7101620527,-0.0214473409,"England","West Midlands","Hereford and Worcester","County"
"Hertford and Stortford","Data received",81765,60094,229,14246,12142,"don't know","Con hold","Con",19620,33712,14092,8596,0,2705,0,0,0,0,0,0,0,989,"Julie Marson",0.3264885013,221,0.7349599462,0.682459959,0.6731083108,0.7285976269,0.0063623193,"England","East","Hertfordshire","County"
"Hertsmere","FOI request sent to Hertsmere Borough Council. Awaiting response.",73971,52203,268,,,,"Con hold","Con",21313,32651,11338,6561,0,1653,0,0,0,0,0,0,0,0,"Oliver Dowden",0.4082715553,114,0.7057225129,0.682459959,0.6731083108,0.7103356398,-0.0046131269,"England","East","Hertfordshire","County"
"Hexham",,61324,46150,180,,,,"Con hold","Con",10549,25152,14603,4672,0,1723,0,0,0,0,0,0,0,0,"Guy Opperman",0.2285807151,334,0.7525601722,0.6420708291,0.6731083108,0.7571126726,-0.0045525004,"England","North East","Northumberland","County"
"Heywood and Middleton",,80162,47488,153,,,,"Con gain from Lab","Con",663,20453,19790,2073,3952,1220,0,0,0,0,0,0,0,0,"Chris Clarkson",0.0139614218,631,0.5924003892,0.6562356075,0.6731083108,0.6240848049,-0.0316844157,"England","North West","Greater Manchester","County"
"High Peak","FOI request sent to High Peak Borough Council. Awaiting response.",74265,54173,141,,,,"Con gain from Lab","Con",590,24844,24254,2750,1177,1148,0,0,0,0,0,0,0,0,"Robert Largan",0.0108910343,637,0.7294553289,0.671701752,0.6731083108,0.7352146134,-0.0057592845,"England","East Midlands","Derbyshire","County"
